Timestep,Queue 1,Queue 2,Queue 3,Queue 4,Queue 5,Queue 6,Queue 7
869,0,1,0,0,0,1,3
870,1,1,0,0,0,1,3
871,2,1,0,0,0,1,3
872,2,2,0,0,0,1,3
873,1,1,0,0,0,1,4
874,2,1,0,0,0,1,4
875,2,1,0,0,0,1,4
876,1,2,0,0,0,1,4
877,2,2,0,0,0,0,4
878,1,1,0,0,0,1,4
879,2,1,0,0,0,1,4
880,2,2,0,0,0,1,4
881,2,2,0,0,0,2,4
882,3,1,0,0,0,1,4
883,2,1,0,0,0,1,4
884,2,2,0,0,0,1,4
885,2,2,0,0,0,1,4
886,0,1,0,0,0,2,4
887,0,0,0,0,0,1,4
888,1,0,0,0,0,0,4
889,0,0,0,0,0,0,4
890,1,0,0,0,0,0,4
891,1,1,0,0,0,0,4
892,1,1,0,0,0,1,4
893,1,1,0,0,0,0,4
894,1,1,0,0,0,1,4
895,2,1,0,0,0,1,4
896,2,1,0,0,0,1,4
897,1,2,0,0,0,1,4
898,2,2,0,0,0,1,4
899,2,2,0,0,0,2,4
900,2,1,0,0,0,2,4
901,2,2,0,0,0,2,4
902,2,2,0,0,0,1,4
903,2,2,0,0,0,1,4
904,2,2,0,0,0,2,4
905,1,1,0,0,0,2,4
906,2,0,0,0,0,2,4
907,0,1,0,0,0,2,4
908,1,0,0,0,0,2,4
909,1,1,0,0,0,2,4
910,2,1,0,0,0,1,4
911,1,1,0,0,0,1,4
912,0,0,0,0,0,0,4
913,1,0,0,0,0,0,3
914,0,0,0,0,0,0,4
915,0,0,0,0,0,0,4
916,1,0,0,0,0,0,4
917,1,0,0,0,0,0,4
918,1,1,0,0,0,0,4
919,0,0,0,0,0,0,3
920,0,0,0,0,0,0,3
921,0,0,0,0,0,0,3
922,1,0,0,0,0,0,3
923,1,0,0,0,0,0,3
924,1,1,0,0,0,0,2
925,1,1,0,0,0,1,2
926,2,1,0,0,0,1,3
927,0,0,0,0,0,0,4
928,0,0,0,0,0,0,4
929,1,0,0,0,0,0,4
930,1,0,0,0,0,0,4
931,1,1,0,0,0,0,3
932,0,1,0,0,0,1,3
933,1,0,0,0,0,1,3
934,1,1,0,0,0,1,3
935,1,0,0,0,0,1,3
936,1,1,0,0,0,0,4
937,0,0,0,0,0,1,4
938,1,0,0,0,0,1,4
939,0,0,0,0,0,0,4
940,1,0,0,0,0,0,4
941,0,0,0,0,0,0,4
942,0,0,0,0,0,0,4
943,1,0,0,0,0,0,4
944,0,0,0,0,0,0,4
945,1,0,0,0,0,0,4
946,1,1,0,0,0,0,3
947,1,1,0,0,0,1,3
948,2,1,0,0,0,1,3
949,1,2,0,0,0,1,4
950,2,1,0,0,0,0,4
951,1,1,0,0,0,1,4
952,2,1,0,0,0,1,4
953,2,1,0,0,0,1,4
954,2,2,0,0,0,1,4
955,1,2,0,0,0,2,4
956,2,2,0,0,0,2,4
957,2,1,0,0,0,1,4
958,2,2,0,0,0,1,4
959,2,2,0,0,0,2,4
960,1,1,0,0,0,1,4
961,2,1,0,0,0,1,4
962,2,1,0,0,0,1,4
963,2,2,0,0,0,1,4
964,1,1,0,0,0,1,4
965,2,0,0,0,0,1,4
966,2,1,0,0,0,1,4
967,1,1,0,0,0,0,4
968,1,1,0,0,0,1,4
969,2,1,0,0,0,1,4
970,1,1,0,0,0,0,4
971,0,1,0,0,0,1,4
972,1,1,0,0,0,1,4
973,2,1,0,0,0,1,4
974,1,1,0,0,0,0,4
975,1,1,0,0,0,1,4
976,2,0,0,0,0,1,4
977,2,1,0,0,0,1,4
978,2,2,0,0,0,0,4
979,1,2,0,0,0,1,4
980,2,2,0,0,0,1,4
981,2,2,0,0,0,2,4
982,3,2,0,0,0,2,4
983,2,2,0,0,0,2,4
984,3,2,0,0,0,2,4
985,3,3,0,0,0,2,4
986,2,3,0,0,0,2,4
987,3,3,0,0,0,2,4
988,2,3,0,0,0,3,4
989,2,2,0,0,0,3,4
990,3,1,0,0,0,3,4
991,3,2,0,0,0,3,4
992,2,3,0,0,0,2,4
993,3,2,0,0,0,2,4
994,2,3,0,0,0,1,4
995,2,2,0,0,0,2,4
996,2,1,0,0,0,2,4
997,2,2,0,0,0,2,4
998,2,2,0,0,0,2,4
999,2,0,0,0,0,1,4
1000,2,0,0,0,0,1,4
1001,1,1,0,0,0,0,4
1002,1,1,0,0,0,1,4
1003,2,1,0,0,0,1,4
1004,0,1,0,0,0,1,4
1005,1,0,0,0,0,0,4
1006,1,1,0,0,0,0,4
1007,1,1,0,0,0,1,4
1008,2,1,0,0,0,1,4
1009,2,2,0,0,0,1,4
1010,2,1,0,0,0,2,4
1011,0,0,0,0,0,2,4
1012,0,0,0,0,0,2,4
1013,0,0,0,0,0,1,4
1014,0,0,0,0,0,1,4
1015,1,0,0,0,0,1,4
1016,1,0,0,0,0,1,4
1017,1,1,0,0,0,1,4
1018,1,0,0,0,0,0,4
1019,1,1,0,0,0,0,4
1020,1,1,0,0,0,1,4
1021,1,1,0,0,0,0,4
1022,1,0,0,0,0,1,4
1023,0,1,0,0,0,1,4
1024,1,1,0,0,0,1,4
1025,2,0,0,0,0,0,4
1026,2,1,0,0,0,0,4
1027,1,0,0,0,0,0,4
1028,1,0,0,0,0,0,4
1029,0,1,0,0,0,0,4
1030,0,0,0,0,0,0,3
1031,0,0,0,0,0,0,3
1032,0,0,0,0,0,0,3
1033,1,0,0,0,0,0,3
1034,1,0,0,0,0,0,3
1035,1,0,0,0,0,0,3
1036,1,1,0,0,0,0,3
1037,1,1,0,0,0,1,3
1038,2,1,0,0,0,0,3
1039,1,1,0,0,0,1,3
1040,2,1,0,0,0,1,3
1041,2,1,0,0,0,1,3
1042,2,2,0,0,0,1,3
1043,2,2,0,0,0,2,3
1044,3,2,0,0,0,2,3
1045,3,3,0,0,0,2,3
1046,3,3,0,0,0,3,3
1047,4,3,0,0,0,3,3
1048,4,4,0,0,0,3,3
1049,3,3,0,0,0,3,3
1050,3,3,0,0,0,3,3
1051,3,2,0,0,0,3,3
1052,3,3,0,0,0,3,3
1053,4,3,0,0,0,3,3
1054,2,3,0,0,0,2,4
1055,3,2,0,0,0,2,4
1056,2,2,0,0,0,2,4
1057,3,2,0,0,0,2,4
1058,2,3,0,0,0,1,4
1059,2,3,0,0,0,2,4
1060,3,3,0,0,0,2,4
1061,3,3,0,0,0,3,4
1062,4,3,0,0,0,3,4
1063,4,4,0,0,0,3,4
1064,4,4,0,0,0,4,4
1065,4,4,0,0,0,4,4
1066,4,4,1,0,0,4,4
1067,3,3,2,0,0,4,4
1068,2,1,2,0,0,3,4
1069,2,2,2,0,0,3,4
1070,3,2,2,0,0,3,4
1071,3,3,2,0,0,3,4
1072,2,1,1,0,0,3,4
1073,0,2,1,0,0,2,4
1074,0,2,1,0,0,2,4
1075,1,2,1,0,0,2,4
1076,2,2,1,0,0,2,4
1077,1,1,2,0,0,1,4
1078,2,1,2,0,0,1,4
1079,2,2,2,0,0,1,4
1080,1,1,1,0,0,2,4
1081,2,1,0,0,0,2,4
1082,2,0,1,0,0,1,4
1083,2,1,1,0,0,1,4
1084,2,2,1,0,0,1,4
1085,1,1,0,0,0,1,4
1086,0,0,0,0,0,0,4
1087,1,0,0,0,0,0,4
1088,0,0,0,0,0,0,4
1089,1,0,0,0,0,0,3
1090,1,1,0,0,0,0,3
1091,0,1,0,0,0,1,3
1092,1,0,0,0,0,1,3
1093,1,1,0,0,0,1,3
1094,2,1,0,0,0,1,3
1095,2,1,0,0,0,1,4
1096,2,2,0,0,0,1,4
1097,1,2,0,0,0,1,4
1098,2,2,0,0,0,1,4
1099,2,2,0,0,0,2,4
1100,1,0,0,0,0,1,4
1101,1,0,0,0,0,1,4
1102,0,1,0,0,0,1,4
1103,1,1,0,0,0,0,4
1104,1,1,0,0,0,1,4
1105,2,0,0,0,0,1,4
1106,2,1,0,0,0,1,4
1107,2,2,0,0,0,1,4
1108,2,2,0,0,0,2,4
1109,2,2,0,0,0,2,4
1110,3,1,0,0,0,1,4
1111,3,2,0,0,0,1,4
1112,1,0,0,0,0,1,4
1113,1,1,0,0,0,1,4
1114,1,0,0,0,0,1,4
1115,1,0,0,0,0,1,4
1116,0,1,0,0,0,0,4
1117,1,1,0,0,0,0,4
1118,1,1,0,0,0,1,4
1119,1,0,0,0,0,0,4
1120,1,0,0,0,0,0,4
1121,0,1,0,0,0,0,3
1122,1,1,0,0,0,0,3
1123,1,1,0,0,0,1,3
1124,2,1,0,0,0,1,3
1125,2,2,0,0,0,1,3
1126,1,1,0,0,0,1,3
1127,0,1,0,0,0,1,3
1128,1,1,0,0,0,1,3
1129,2,1,0,0,0,1,3
1130,2,2,0,0,0,1,3
1131,2,2,0,0,0,2,3
1132,3,1,0,0,0,2,4
1133,1,0,0,0,0,1,4
1134,0,1,0,0,0,1,4
1135,0,0,0,0,0,0,4
1136,1,0,0,0,0,0,4
1137,1,0,0,0,0,0,4
1138,1,1,0,0,0,0,4
1139,1,1,0,0,0,1,4
1140,1,0,0,0,0,0,4
1141,1,1,0,0,0,0,4
1142,1,1,0,0,0,1,4
1143,1,1,0,0,0,0,4
1144,1,0,0,0,0,1,4
1145,1,1,0,0,0,1,4
1146,1,0,0,0,0,0,4
1147,0,1,0,0,0,0,4
1148,0,0,0,0,0,0,3
1149,1,0,0,0,0,0,3
1150,0,0,0,0,0,0,2
1151,1,0,0,0,0,0,2
1152,1,0,0,0,0,0,2
1153,0,1,0,0,0,0,1
1154,1,1,0,0,0,0,1
1155,0,1,0,0,0,1,1
1156,1,1,0,0,0,1,1
1157,2,0,0,0,0,1,1
1158,2,1,0,0,0,1,1
1159,1,2,0,0,0,1,2
1160,2,1,0,0,0,1,2
1161,2,2,0,0,0,1,2
1162,2,2,0,0,0,1,2
1163,1,1,0,0,0,2,3
1164,2,0,0,0,0,2,3
1165,1,1,0,0,0,2,3
1166,0,0,0,0,0,0,4
1167,1,0,0,0,0,0,4
1168,0,0,0,0,0,0,4
1169,1,0,0,0,0,0,4
1170,0,1,0,0,0,0,3
1171,1,0,0,0,0,0,3
1172,1,1,0,0,0,0,3
1173,0,1,0,0,0,1,3
1174,1,1,0,0,0,1,3
1175,1,0,0,0,0,1,4
1176,1,0,0,0,0,0,4
1177,1,1,0,0,0,0,4
1178,0,0,0,0,0,1,4
1179,0,0,0,0,0,0,4
1180,1,0,0,0,0,0,4
1181,1,1,0,0,0,0,4
1182,0,0,0,0,0,1,4
1183,0,0,0,0,0,1,4
1184,1,0,0,0,0,1,4
1185,1,0,0,0,0,0,4
1186,1,1,0,0,0,0,4
1187,0,0,0,0,0,1,4
1188,1,0,0,0,0,0,4
1189,1,1,0,0,0,0,4
1190,1,1,0,0,0,1,4
1191,2,1,0,0,0,1,4
1192,2,1,0,0,0,1,4
1193,1,2,0,0,0,1,4
1194,2,0,0,0,0,1,4
1195,1,1,0,0,0,0,4
1196,1,1,0,0,0,1,4
1197,2,1,0,0,0,1,4
1198,2,2,0,0,0,1,4
1199,2,2,0,0,0,2,4
1200,3,2,0,0,0,2,4
1201,3,3,0,0,0,2,4
1202,3,3,0,0,0,3,4
1203,4,3,0,0,0,3,4
1204,3,4,0,0,0,3,4
1205,4,4,0,0,0,3,4
1206,3,4,0,0,0,4,4
1207,4,3,0,0,0,4,4
1208,4,4,0,0,0,3,4
1209,4,3,0,0,0,4,4
1210,4,4,0,0,0,4,4
1211,3,2,0,0,0,3,4
1212,3,3,0,0,0,3,4
1213,3,3,0,0,0,3,4
1214,4,3,0,0,0,3,4
1215,4,4,0,0,0,3,4
1216,4,3,0,0,0,4,4
1217,3,4,0,0,0,3,4
1218,4,4,0,0,0,3,4
1219,4,3,0,0,0,4,4
1220,4,4,0,0,0,4,4
1221,4,4,0,0,0,4,4
1222,4,3,1,0,0,4,4
1223,4,3,2,0,0,4,4
1224,2,2,3,0,0,3,4
1225,3,2,3,0,0,3,4
1226,3,3,3,0,0,3,4
1227,4,3,2,0,0,3,4
1228,4,3,3,0,0,3,4
1229,4,4,3,0,0,3,4
1230,3,3,3,0,0,2,4
1231,3,3,3,0,0,3,4
1232,3,2,3,0,0,3,4
1233,3,3,3,0,0,3,4
1234,2,1,1,0,0,2,4
1235,2,2,1,0,0,2,4
1236,1,1,1,0,0,2,4
1237,2,1,0,0,0,1,4
1238,1,1,1,0,0,1,4
1239,2,1,1,0,0,1,4
1240,2,2,1,0,0,1,4
1241,2,1,1,0,0,1,4
1242,1,1,0,0,0,0,4
1243,1,1,1,0,0,0,4
1244,1,0,1,0,0,1,4
1245,0,0,0,0,0,1,4
1246,1,0,0,0,0,1,4
1247,1,1,0,0,0,1,4
1248,1,0,0,0,0,0,4
1249,1,0,0,0,0,0,4
1250,1,1,0,0,0,0,4
1251,1,1,0,0,0,0,4
1252,0,0,0,0,0,0,4
1253,1,0,0,0,0,0,4
1254,1,0,0,0,0,0,4
1255,1,1,0,0,0,0,4
1256,1,1,0,0,0,0,4
1257,0,1,0,0,0,1,4
1258,0,0,0,0,0,1,4
1259,1,0,0,0,0,1,4
1260,0,1,0,0,0,0,4
1261,0,0,0,0,0,0,4
1262,0,0,0,0,0,0,4
1263,0,0,0,0,0,0,3
1264,1,0,0,0,0,0,3
1265,0,0,0,0,0,0,3
1266,1,0,0,0,0,0,2
1267,1,1,0,0,0,0,2
1268,1,1,0,0,0,1,2
1269,2,1,0,0,0,1,2
1270,2,2,0,0,0,1,2
1271,2,2,0,0,0,2,2
1272,3,2,0,0,0,2,2
1273,2,2,0,0,0,2,3
1274,3,0,0,0,0,1,3
1275,2,1,0,0,0,1,3
1276,2,2,0,0,0,1,3
1277,2,1,0,0,0,2,3
1278,2,1,0,0,0,2,3
1279,1,2,0,0,0,2,3
1280,2,2,0,0,0,2,3
1281,3,2,0,0,0,2,3
1282,3,2,0,0,0,1,3
1283,3,2,0,0,0,2,3
1284,2,3,0,0,0,2,3
1285,2,1,0,0,0,1,4
1286,2,2,0,0,0,1,4
1287,2,2,0,0,0,2,4
1288,3,2,0,0,0,2,4
1289,2,3,0,0,0,1,4
1290,2,2,0,0,0,2,4
1291,3,2,0,0,0,2,4
1292,3,3,0,0,0,2,4
1293,2,2,0,0,0,2,4
1294,3,2,0,0,0,2,4
1295,3,2,0,0,0,2,4
1296,2,3,0,0,0,2,4
1297,3,3,0,0,0,2,4
1298,3,2,0,0,0,3,4
1299,3,3,0,0,0,3,4
1300,4,3,0,0,0,3,4
1301,4,4,0,0,0,3,4
1302,3,4,0,0,0,3,4
1303,4,4,0,0,0,3,4
1304,4,3,0,0,0,4,4
1305,3,4,0,0,0,4,4
1306,4,4,0,0,0,4,4
1307,4,4,0,0,0,4,4
1308,4,3,1,0,0,3,4
1309,4,3,2,0,0,3,4
1310,3,3,3,0,0,3,4
1311,4,3,3,0,0,3,4
1312,4,3,2,0,0,3,4
1313,4,3,3,0,0,2,4
1314,3,2,3,0,0,3,4
1315,3,3,2,0,0,3,4
1316,3,3,3,0,0,3,4
1317,4,3,3,0,0,3,4
1318,4,4,3,0,0,3,4
1319,4,4,4,0,0,3,4
1320,4,4,4,0,0,4,4
1321,4,4,4,0,0,4,4
1322,4,4,4,1,0,4,4
1323,4,4,4,2,0,3,4
1324,3,4,4,3,0,3,4
1325,4,3,3,3,0,3,4
1326,4,4,3,3,0,3,4
1327,4,4,4,1,0,3,4
1328,4,4,4,2,0,3,4
1329,4,4,4,3,0,3,4
1330,2,3,4,3,0,3,4
1331,3,3,3,3,0,2,4
1332,3,3,3,3,0,3,4
1333,3,2,3,3,0,3,4
1334,3,3,3,3,0,3,4
1335,2,0,1,1,0,2,4
1336,2,1,0,1,0,2,4
1337,1,1,1,1,0,2,4
1338,2,0,1,1,0,2,4
1339,2,1,1,1,0,2,4
1340,2,2,0,0,0,2,4
1341,2,1,1,0,0,2,4
1342,1,1,1,0,0,2,4
1343,1,0,0,0,0,1,4
1344,1,1,0,0,0,1,4
1345,0,0,0,0,0,1,4
1346,1,0,0,0,0,0,4
1347,1,1,0,0,0,0,4
1348,1,1,0,0,0,1,4
1349,2,0,0,0,0,1,4
1350,1,1,0,0,0,1,4
1351,1,1,0,0,0,1,4
1352,2,1,0,0,0,0,4
1353,2,1,0,0,0,1,4
1354,2,1,0,0,0,1,4
1355,1,2,0,0,0,1,4
1356,1,1,0,0,0,0,4
1357,1,1,0,0,0,1,4
1358,2,1,0,0,0,1,4
1359,2,2,0,0,0,1,4
1360,2,2,0,0,0,2,4
1361,3,1,0,0,0,1,4
1362,2,2,0,0,0,1,4
1363,2,1,0,0,0,2,4
1364,2,2,0,0,0,2,4
1365,3,2,0,0,0,1,4
1366,2,2,0,0,0,2,4
1367,3,0,0,0,0,2,4
1368,3,1,0,0,0,2,4
1369,3,1,0,0,0,2,4
1370,3,2,0,0,0,1,4
1371,3,2,0,0,0,2,4
1372,3,3,0,0,0,2,4
1373,3,3,0,0,0,3,4
1374,3,2,0,0,0,3,4
1375,3,3,0,0,0,3,4
1376,3,2,0,0,0,2,4
1377,3,3,0,0,0,2,4
1378,3,3,0,0,0,3,4
1379,4,3,0,0,0,3,4
1380,4,4,0,0,0,3,4
1381,4,4,0,0,0,4,4
1382,4,4,0,0,0,4,4
1383,3,4,1,0,0,3,4
1384,3,3,2,0,0,3,4
1385,3,3,3,0,0,3,4
1386,3,0,3,0,0,3,4
1387,3,1,2,0,0,3,4
1388,3,2,2,0,0,3,4
1389,3,3,2,0,0,3,4
1390,1,1,2,0,0,2,4
1391,2,1,1,0,0,2,4
1392,2,2,1,0,0,2,4
1393,2,2,2,0,0,2,4
1394,3,2,2,0,0,1,4
1395,2,2,2,0,0,2,4
1396,3,1,2,0,0,2,4
1397,3,2,2,0,0,2,4
1398,3,3,2,0,0,2,4
1399,2,3,3,0,0,2,4
1400,3,3,3,0,0,2,4
1401,3,2,2,0,0,2,4
1402,2,1,2,0,0,2,4
1403,2,1,1,0,0,2,4
1404,2,2,0,0,0,2,4
1405,2,2,1,0,0,1,4
1406,1,2,2,0,0,1,4
1407,2,2,2,0,0,1,4
1408,2,2,1,0,0,2,4
1409,2,2,2,0,0,2,4
1410,3,2,2,0,0,2,4
1411,2,2,2,0,0,1,4
1412,2,1,2,0,0,2,4
1413,2,2,2,0,0,2,4
1414,2,2,1,0,0,1,4
1415,2,1,2,0,0,1,4
1416,2,2,1,0,0,1,4
1417,1,1,2,0,0,0,4
1418,1,1,2,0,0,1,4
1419,2,1,2,0,0,1,4
1420,1,2,2,0,0,1,4
1421,2,2,1,0,0,1,4
1422,2,1,2,0,0,1,4
1423,2,2,1,0,0,1,4
1424,0,2,0,0,0,0,4
1425,0,1,0,0,0,0,4
1426,1,1,0,0,0,0,4
1427,1,0,1,0,0,0,4
1428,1,1,1,0,0,0,4
1429,1,1,1,0,0,1,4
1430,2,1,1,0,0,1,4
1431,2,2,0,0,0,1,4
1432,2,2,0,0,0,2,4
1433,3,2,0,0,0,2,4
1434,1,3,0,0,0,1,4
1435,2,3,0,0,0,1,4
1436,2,3,0,0,0,2,4
1437,3,3,0,0,0,2,4
1438,2,1,0,0,0,2,4
1439,2,2,0,0,0,2,4
1440,3,2,0,0,0,2,4
1441,3,3,0,0,0,2,4
1442,3,3,0,0,0,3,4
1443,3,1,0,0,0,2,4
1444,3,2,0,0,0,2,4
1445,3,3,0,0,0,2,4
1446,3,3,0,0,0,3,4
1447,3,3,0,0,0,3,4
1448,4,2,0,0,0,2,4
1449,4,3,0,0,0,2,4
1450,4,3,0,0,0,3,4
1451,3,2,0,0,0,2,4
1452,2,3,0,0,0,1,4
1453,2,3,0,0,0,2,4
1454,2,3,0,0,0,2,4
1455,3,3,0,0,0,1,4
1456,3,2,0,0,0,2,4
1457,1,2,0,0,0,0,4
1458,1,2,0,0,0,1,4
1459,1,0,0,0,0,0,4
1460,1,1,0,0,0,0,4
1461,0,0,0,0,0,0,4
1462,1,0,0,0,0,0,4
1463,1,1,0,0,0,0,4
1464,1,1,0,0,0,1,4
1465,1,1,0,0,0,1,4
1466,2,0,0,0,0,1,4
1467,1,0,0,0,0,0,4
1468,1,1,0,0,0,0,4
1469,1,0,0,0,0,1,4
1470,0,1,0,0,0,1,4
1471,1,0,0,0,0,1,4
1472,0,0,0,0,0,0,4
1473,1,0,0,0,0,0,4
1474,1,0,0,0,0,0,4
1475,0,0,0,0,0,0,3
1476,0,0,0,0,0,0,4
1477,1,0,0,0,0,0,4
1478,1,0,0,0,0,0,4
1479,1,1,0,0,0,0,3
1480,0,1,0,0,0,1,3
1481,1,1,0,0,0,1,3
1482,2,1,0,0,0,1,3
1483,1,2,0,0,0,1,3
1484,2,2,0,0,0,0,3
1485,2,2,0,0,0,1,3
1486,2,0,0,0,0,2,3
1487,1,0,0,0,0,1,3
1488,1,0,0,0,0,1,3
1489,1,0,0,0,0,1,3
1490,0,0,0,0,0,0,3
1491,0,0,0,0,0,0,2
1492,1,0,0,0,0,0,2
1493,1,0,0,0,0,0,2
1494,1,1,0,0,0,0,3
1495,0,0,0,0,0,0,4
1496,0,0,0,0,0,0,4
1497,0,0,0,0,0,0,3
1498,1,0,0,0,0,0,3
1499,0,0,0,0,0,0,4
1500,1,0,0,0,0,0,4
1501,1,0,0,0,0,0,4
1502,0,1,0,0,0,0,3
1503,0,1,0,0,0,0,3
1504,1,1,0,0,0,0,3
1505,1,0,0,0,0,1,3
1506,1,1,0,0,0,1,3
1507,1,1,0,0,0,0,3
1508,1,1,0,0,0,1,3
1509,2,1,0,0,0,1,3
1510,1,1,0,0,0,1,3
1511,2,0,0,0,0,0,3
1512,1,1,0,0,0,0,4
1513,1,0,0,0,0,1,4
1514,0,1,0,0,0,0,4
1515,0,0,0,0,0,0,4
1516,0,0,0,0,0,0,3
1517,1,0,0,0,0,0,3
1518,0,0,0,0,0,0,3
1519,1,0,0,0,0,0,3
1520,1,1,0,0,0,0,3
1521,1,1,0,0,0,1,3
1522,0,1,0,0,0,1,3
1523,1,0,0,0,0,0,4
1524,1,1,0,0,0,0,4
1525,0,1,0,0,0,1,4
1526,1,1,0,0,0,1,4
1527,1,0,0,0,0,0,4
1528,1,0,0,0,0,0,4
1529,0,1,0,0,0,0,4
1530,1,1,0,0,0,0,4
1531,1,1,0,0,0,1,4
1532,1,1,0,0,0,0,4
1533,1,0,0,0,0,1,4
1534,1,1,0,0,0,1,4
1535,2,1,0,0,0,1,4
1536,1,1,0,0,0,0,4
1537,1,0,0,0,0,1,4
1538,1,1,0,0,0,1,4
1539,2,1,0,0,0,1,4
1540,1,2,0,0,0,0,4
1541,0,1,0,0,0,1,4
1542,1,1,0,0,0,1,4
1543,1,1,0,0,0,0,4
1544,1,0,0,0,0,1,4
1545,1,1,0,0,0,1,4
1546,2,1,0,0,0,1,4
1547,2,1,0,0,0,1,4
1548,1,2,0,0,0,1,4
1549,2,2,0,0,0,1,4
1550,2,2,0,0,0,2,4
1551,3,2,0,0,0,2,4
1552,3,2,0,0,0,2,4
1553,3,3,0,0,0,1,4
1554,3,3,0,0,0,2,4
1555,2,3,0,0,0,3,4
1556,2,2,0,0,0,3,4
1557,3,2,0,0,0,3,4
1558,1,3,0,0,0,3,4
1559,2,3,0,0,0,2,4
1560,2,2,0,0,0,2,4
1561,3,1,0,0,0,2,4
1562,2,0,0,0,0,2,4
1563,2,1,0,0,0,2,4
1564,2,2,0,0,0,1,4
1565,2,1,0,0,0,2,4
1566,1,1,0,0,0,2,4
1567,2,1,0,0,0,2,4
1568,2,2,0,0,0,2,4
1569,3,2,0,0,0,2,4
1570,2,3,0,0,0,1,4
1571,0,2,0,0,0,2,4
1572,1,2,0,0,0,1,4
1573,2,1,0,0,0,1,4
1574,1,2,0,0,0,1,4
1575,2,2,0,0,0,1,4
1576,2,2,0,0,0,2,4
1577,3,1,0,0,0,1,4
1578,2,2,0,0,0,1,4
1579,2,1,0,0,0,2,4
1580,1,1,0,0,0,1,4
1581,1,1,0,0,0,1,4
1582,1,1,0,0,0,1,4
1583,2,0,0,0,0,1,4
1584,2,1,0,0,0,0,4
1585,1,0,0,0,0,0,4
1586,1,0,0,0,0,0,4
1587,1,1,0,0,0,0,4
1588,0,1,0,0,0,0,4
1589,1,0,0,0,0,0,4
1590,1,1,0,0,0,0,4
1591,1,1,0,0,0,1,4
1592,1,1,0,0,0,1,4
1593,2,0,0,0,0,1,4
1594,2,0,0,0,0,0,4
1595,1,1,0,0,0,0,4
1596,1,1,0,0,0,1,4
1597,1,0,0,0,0,0,4
1598,0,1,0,0,0,0,4
1599,1,0,0,0,0,0,4
1600,1,1,0,0,0,0,4
1601,1,1,0,0,0,0,4
1602,1,1,0,0,0,1,4
1603,2,1,0,0,0,1,4
1604,2,2,0,0,0,1,4
1605,0,1,0,0,0,2,4
1606,0,1,0,0,0,1,4
1607,0,0,0,0,0,1,4
1608,1,0,0,0,0,0,4
1609,1,0,0,0,0,0,4
1610,0,0,0,0,0,0,4
1611,1,0,0,0,0,0,4
1612,1,1,0,0,0,0,4
1613,0,0,0,0,0,0,4
1614,1,0,0,0,0,0,4
1615,1,1,0,0,0,0,4
1616,1,0,0,0,0,1,4
1617,0,1,0,0,0,0,4
1618,1,0,0,0,0,0,4
1619,1,1,0,0,0,0,4
1620,0,1,0,0,0,0,4
1621,1,1,0,0,0,0,4
1622,1,0,0,0,0,1,4
1623,0,0,0,0,0,0,4
1624,0,0,0,0,0,0,4
1625,0,0,0,0,0,0,4
1626,1,0,0,0,0,0,4
1627,1,0,0,0,0,0,4
1628,1,0,0,0,0,0,4
1629,1,1,0,0,0,0,3
1630,1,1,0,0,0,1,4
1631,2,1,0,0,0,1,4
1632,0,1,0,0,0,0,4
1633,0,0,0,0,0,0,4
1634,1,0,0,0,0,0,4
1635,1,1,0,0,0,0,4
1636,1,1,0,0,0,1,4
1637,2,0,0,0,0,1,4
1638,1,1,0,0,0,0,4
1639,0,1,0,0,0,1,4
1640,1,0,0,0,0,1,4
1641,0,1,0,0,0,0,4
1642,1,1,0,0,0,0,4
1643,1,1,0,0,0,1,4
1644,0,0,0,0,0,1,4
1645,1,0,0,0,0,0,4
1646,0,0,0,0,0,0,4
1647,1,0,0,0,0,0,4
1648,0,0,0,0,0,0,4
1649,1,0,0,0,0,0,3
1650,1,0,0,0,0,0,3
1651,1,1,0,0,0,0,3
1652,1,1,0,0,0,1,3
1653,2,1,0,0,0,1,3
1654,2,2,0,0,0,1,3
1655,2,2,0,0,0,1,3
1656,2,1,0,0,0,2,4
1657,1,2,0,0,0,2,4
1658,2,2,0,0,0,2,4
1659,3,1,0,0,0,2,4
1660,3,2,0,0,0,2,4
1661,2,2,0,0,0,1,4
1662,2,2,0,0,0,2,4
1663,1,1,0,0,0,1,4
1664,2,1,0,0,0,1,4
1665,2,2,0,0,0,1,4
1666,1,1,0,0,0,2,4
1667,2,1,0,0,0,2,4
1668,2,2,0,0,0,1,4
1669,2,2,0,0,0,2,4
1670,3,2,0,0,0,2,4
1671,3,3,0,0,0,2,4
1672,0,1,0,0,0,2,4
1673,1,1,0,0,0,2,4
1674,2,0,0,0,0,2,4
1675,1,1,0,0,0,1,4
1676,2,0,0,0,0,1,4
1677,2,1,0,0,0,1,4
1678,2,2,0,0,0,1,4
1679,2,2,0,0,0,2,4
1680,1,1,0,0,0,1,4
1681,2,1,0,0,0,1,4
1682,2,1,0,0,0,1,4
1683,2,2,0,0,0,0,4
1684,2,2,0,0,0,1,4
1685,2,2,0,0,0,2,4
1686,3,1,0,0,0,2,4
1687,2,1,0,0,0,2,4
1688,2,0,0,0,0,1,4
1689,2,1,0,0,0,1,4
1690,1,1,0,0,0,1,4
1691,2,1,0,0,0,1,4
1692,1,0,0,0,0,0,4
1693,0,0,0,0,0,0,4
1694,1,0,0,0,0,0,3
1695,0,0,0,0,0,0,3
1696,0,0,0,0,0,0,3
